title	commentCount	dislikeCount	likeCount	music_style	performer	viewCount	commentators_uniq	comments_obscene_cnt	video_age
LOBODA. Концерт. Світське життя.	5.0	8.0	38.0	popsa	loboda	33803.0	4.0	0.0	2515
"LOBODA. Отчет полуфинала ""Голос Дети"""	10.0	3.0	63.0	popsa	loboda	22776.0	9.0	0.0	2262
LOBODA. Поздравление с Новым 2011 годом!!!!	2.0	2.0	28.0	popsa	loboda	3331.0			2997
LOBODA. Тур. 2013	3.0	1.0	32.0	popsa	loboda	4123.0	2.0	0.0	2106
LOBODA: Алё, директор?! (Анонс 10)	0.0	1.0	3.0	popsa	loboda	526.0			2293
LOBODA: Алё, директор?! (Анонс 11)	1.0	0.0	5.0	popsa	loboda	1862.0	1.0	0.0	2288
LOBODA: Алё, директор?! (Анонс 12)	1.0	3.0	4.0	popsa	loboda	1773.0	1.0	0.0	2279
LOBODA: Алё, директор?! (Анонс 13)	0.0	0.0	5.0	popsa	loboda	730.0			2274
LOBODA: Алё, директор?! (Анонс 14)	0.0	1.0	4.0	popsa	loboda	529.0			2267
LOBODA: Алё, директор?! (Анонс 5)	1.0	2.0	7.0	popsa	loboda	2839.0			2331
LOBODA: Алё, директор?! (Анонс 6)	1.0	11.0	15.0	popsa	loboda	6973.0	1.0	0.0	2324
LOBODA: Алё, директор?! (Анонс 8)	0.0	0.0	1.0	popsa	loboda	1504.0			2310
LOBODA: Алё, директор?! (Анонс)	0.0	13.0	8.0	popsa	loboda	3798.0			2350
LOBODA: Алё, директор?! (Выпуск 10)	4.0	3.0	17.0	popsa	loboda	6847.0	2.0	0.0	2292
LOBODA: Алё, директор?! (Выпуск 11)	1.0	0.0	15.0	popsa	loboda	2845.0	1.0	0.0	2285
LOBODA: Ответы на вопросы поклонников	14.0	6.0	170.0	popsa	loboda	20493.0	12.0	0.0	1491
"LONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 20. Пермь)"	4.0	5.0	343.0	rap	lone	34581.0	3.0	0.0	1574
LOUNA -  Время Х (LIVE HD)	205.0	81.0	1946.0	rock	louna	268817.0	81.0	9.0	2165
LOUNA - 1984 (LIVE HD)	149.0	30.0	1440.0	rock	louna	166882.0			1965
LOUNA - Армагеддон / OFFICIAL VIDEO / 2009	94.0	51.0	1343.0	rock	louna	236594.0	69.0	2.0	3481
LOUNA - Бизнес (LIVE HD)	96.0	28.0	754.0	rock	louna	118448.0	33.0	1.0	2151
LOUNA - Бойцовский клуб (LIVE HD)	168.0	108.0	3387.0	rock	louna	541551.0	90.0	5.0	2158
LOUNA - Бойцовский клуб (live in P!PL, Moscow, 03.03.12)	25.0	17.0	575.0	rock	louna	65177.0	20.0	0.0	2531
LOUNA - Бойцовский клуб (live, 2012, с субтитрами)	8.0	6.0	214.0	rock	louna	12461.0	6.0	0.0	2533
LOUNA - Вендетта (LIVE HD)	25.0	13.0	630.0	rock	louna	90454.0	15.0	0.0	2095
LOUNA - Во мне (LIVE HD)	44.0	24.0	1100.0	rock	louna	151366.0	23.0	0.0	2004
LOUNA - Время Х (live in P!PL, Moscow, 03.03.12)	45.0	12.0	526.0	rock	louna	74938.0	31.0	1.0	2544
LOUNA - Время Х (live, 2012, с субтитрами)	10.0	6.0	244.0	rock	louna	16008.0	9.0	0.0	2540
LOUNA - Громче и злей! / OFFICIAL VIDEO / LIVE / 2017	435.0	504.0	12023.0	rock	louna	1551450.0	209.0	6.0	687
LOUNA - ДИВНЫЙ НОВЫЙ ТУР 2017 - ЧАСТЬ II	71.0	4.0	380.0	rock	louna	8986.0	56.0	0.0	532
LOUNA - Действуй! (LIVE HD)	86.0	32.0	1159.0	rock	louna	165774.0	38.0	3.0	2032
LOUNA - Доброфест 2018	21.0	15.0	459.0	rock	louna	8140.0	16.0	0.0	227
LOUNA - Жесты (LIVE HD)	7.0	10.0	277.0	rock	louna	41623.0	6.0	1.0	2102
LOUNA - Жесты (live in P!PL, Moscow, 03.03.12)	7.0	2.0	179.0	rock	louna	18037.0	7.0	0.0	2537
LOUNA - Жесты (live, 2012, с субтитрами)	6.0	5.0	156.0	rock	louna	11646.0	6.0	0.0	2535
LOUNA - Запись бэк-вокала для нового альбома с акционерами PLANETA.RU	7.0	1.0	221.0	rock	louna	4598.0	6.0	0.0	409
LOUNA - Зачем? / LIVE / 2009	3.0	2.0	105.0	rock	louna	10145.0	3.0	0.0	3482
"LOUNA - Зачем? / Live /  ""Парный Прогон"", A-ONE"	55.0	21.0	502.0	rock	louna	80212.0	43.0	2.0	3064
LOUNA - Зачем? / OFFICIAL VIDEO / 2010	65.0	56.0	2449.0	rock	louna	421678.0	53.0	5.0	3034
LOUNA - Искусство (Тизер)	17.0	8.0	401.0	rock	louna	9398.0	16.0	0.0	191
LOUNA - Искусство / OFFICIAL VIDEO / 2018	777.0	565.0	13778.0	rock	louna	770612.0	614.0	12.0	188
LOUNA - Каждый вправе (LIVE HD)	24.0	10.0	554.0	rock	louna	78741.0	16.0	2.0	1965
LOUNA - Карма мира / OFFICIAL VIDEO / 2011	102.0	60.0	2735.0	rock	louna	362906.0	73.0	3.0	2829
LOUNA - Колыбельная (Тизер)	45.0	7.0	773.0	rock	louna	12315.0	40.0	0.0	91
LOUNA - Колыбельная / 0+ / OFFICIAL VIDEO / 2018	742.0	355.0	15557.0	rock	louna	545306.0			83
LOUNA - Кому веришь ты? (LIVE HD)	22.0	7.0	455.0	rock	louna	73982.0	13.0	0.0	2081
LOUNA - Кризис Крайст Суперзвезда (LIVE HD)	26.0	14.0	602.0	rock	louna	82845.0	23.0	0.0	2172
LOUNA - Кто, если не мы? (LIVE HD)	24.0	17.0	449.0	rock	louna	70608.0	13.0	0.0	1965
LOUNA - Люди смотрят вверх (TRAILER, 2012)	7.0	4.0	135.0	rock	louna	15800.0	6.0	1.0	2316
LOUNA - Люди смотрят вверх / OFFICIAL VIDEO / 2012	316.0	180.0	6525.0	rock	louna	1092526.0	194.0	7.0	2309
LOUNA - Мама / OFFICIAL VIDEO / 2012	1845.0	1372.0	29913.0	rock	louna	4519074.0	1038.0	67.0	2508
LOUNA - Мир и любовь (LIVE HD)	14.0	17.0	300.0	rock	louna	51628.0	12.0	0.0	1965
LOUNA - Мой рок-н-ролл / OFFICIAL VIDEO / 2011	57.0	29.0	1280.0	rock	louna	172921.0	48.0	1.0	2747
LOUNA - Ночь, дорога и рок / OFFICIAL VIDEO / 2013	146.0	235.0	6737.0	rock	louna	1307775.0	85.0	5.0	1946
LOUNA - Обычный человек / OFFICIAL VIDEO / 2016	313.0	353.0	11031.0	rock	louna	1163887.0	233.0	2.0	827
LOUNA - Огня / 0+ / OFFICIAL LIVE VIDEO / 2018	269.0	165.0	6219.0	rock	louna	328053.0	121.0	6.0	105
LOUNA - Огня / LIVE (Тизер)	19.0	9.0	453.0	rock	louna	8116.0	15.0	0.0	108
"LOUNA - Пока не поздно / Live /  ""Парный Прогон"", A-ONE"	12.0	8.0	219.0	rock	louna	31211.0	10.0	1.0	3064
LOUNA - Полюса / OFFICIAL VIDEO / 2018	1516.0	642.0	28439.0	rock	louna	1510301.0	815.0	19.0	304
LOUNA - Проект на Planeta.ru: книга, фильм о группе и CD к 10-летию	73.0	7.0	581.0	rock	louna	7115.0			55
LOUNA - Проснись и пой! / LIVE / OFFICIAL VIDEO / 2013	74.0	35.0	911.0	rock	louna	118014.0	40.0	2.0	2199
LOUNA - Против всех (LIVE HD)	27.0	26.0	360.0	rock	louna	74609.0	13.0	0.0	2011
LOUNA - Родина / OFFICIAL VIDEO / 2017	597.0	671.0	11529.0	rock	louna	1167710.0	340.0	15.0	660
LOUNA - С тобой / OFFICIAL VIDEO / 2014	435.0	333.0	12245.0	rock	louna	1722739.0	283.0	12.0	1718
LOUNA - Свобода (LIVE HD)	37.0	18.0	912.0	rock	louna	122948.0	19.0	1.0	1965
LOUNA - Сделай громче! (LIVE HD)	7.0	11.0	359.0	rock	louna	48047.0	4.0	0.0	1965
LOUNA - Сделай громче! / OFFICIAL VIDEO / 2010	201.0	179.0	3534.0	rock	louna	631780.0	129.0	11.0	3029
LOUNA - Словно Форрест Гамп (live in P!PL, Moscow, 03.03.12)	20.0	20.0	393.0	rock	louna	40719.0	20.0	0.0	2423
LOUNA - Солнце / LIVE / 2009	14.0	5.0	202.0	rock	louna	21694.0	14.0	0.0	3481
LOUNA - ТУР ПОЛЮСА / Барнаул - Новосибирск	60.0	7.0	468.0	rock	louna	8029.0	32.0	3.0	125
LOUNA - ТУР ПОЛЮСА / Бишкек - Алматы - Караганда	33.0	8.0	608.0	rock	louna	8835.0			61
LOUNA - ТУР ПОЛЮСА / Екатеринбург - Челябинск	33.0	7.0	419.0	rock	louna	7133.0	28.0	0.0	118
LOUNA - ТУР ПОЛЮСА / Иркутск - Красноярск	46.0	8.0	548.0	rock	louna	7546.0	35.0	0.0	132
LOUNA - ТУР ПОЛЮСА / Киров - Ижевск	96.0	12.0	1145.0	rock	louna	15238.0	84.0	3.0	149
LOUNA - ТУР ПОЛЮСА / Нижний Новгород	64.0	27.0	1128.0	rock	louna	20988.0	47.0	0.0	157
LOUNA - ТУР ПОЛЮСА / Пермь - Чита	64.0	8.0	632.0	rock	louna	9621.0	47.0	0.0	142
"LOUNA - Фестиваль ""НАШИ в городе"" 2018"	34.0	6.0	439.0	rock	louna	8961.0	8.0	0.0	212
LOUNA - Чартова Дюжина 2018	45.0	28.0	428.0	rock	louna	10294.0	30.0	3.0	391
LOUNA - Штурмуя небеса (LIVE HD)	190.0	67.0	3861.0	rock	louna	505988.0	91.0	3.0	2025
LOUNA - Ящик пандоры (LIVE HD)	50.0	16.0	620.0	rock	louna	107506.0	23.0	0.0	1965
LOUNA feat. ПОРНОФИЛЬМЫ - Весна / OFFICIAL VIDEO / LIVE / 2017	266.0	164.0	5585.0	rock	louna	349483.0	128.0	8.0	407
LOUNA feat. Порнофильмы - Весна / LIVE (Тизер)	11.0	4.0	254.0	rock	louna	16609.0	9.0	0.0	453
LOUNA feat. Тэм (LUMEN) - Кому веришь ты? / LIVE / 20.11.2011	35.0	19.0	653.0	rock	louna	58141.0	26.0	1.0	2939
LOUNA feat. Тэм (LUMEN) - Моя Оборона (ГрОб & Nirvana cover) / LIVE / 20.02.2011	106.0	93.0	1822.0	rock	louna	207678.0	65.0	12.0	2938
LOUNA ПОЗДРАВЛЯЕТ ВСЕХ С НОВЫМ 2012 ГОДОМ!	4.0	3.0	53.0	rock	louna	7024.0	4.0	0.0	2631
LOUNA ПРИГЛАШАЕТ ВСЕХ НА STARS FUCKTORY WINTER EDITION 2012!	2.0	1.0	22.0	rock	louna	2949.0	2.0	0.0	2631
LOUNA на фестивале Atlas Weekend 2018	31.0	12.0	567.0	rock	louna	9105.0	20.0	0.0	237
LOUNA на фестивале FROST FEST 2018	28.0	5.0	350.0	rock	louna	8698.0	21.0	0.0	423
LOUNA поздравляют всех с наступающим 2016-м!	17.0	3.0	385.0	rock	louna	10636.0	17.0	0.0	1170
LOUNA приглашает 8 марта в YOTASPACE!	2.0	1.0	40.0	rock	тараканы	2630.0	2.0	0.0	1112
LOUNA — Улица Свободы (Тараканы! cover для проекта «Улица Свободных»)	192.0	100.0	5382.0	rock	тараканы	232464.0	125.0	7.0	105
LOUNA: TOUR VIDEO	44.0	7.0	439.0	rock	louna	17480.0	30.0	1.0	1104
LOUNA: Запись нового альбома. Проект на PLANETA.RU открыт!	29.0	7.0	436.0	rock	louna	9679.0	20.0	1.0	559
LSD	0.0	0.0	3.0	indi	sonic_death	75.0			91
LSD (LIVE DTH)	0.0	1.0	1.0	indi	sonic_death	47.0			34
LUCAVEROS - Мясо и кости	710.0	2272.0	3651.0	rap	gazgolder	333061.0			13
Labiau	0.0	0.0	4.0	indi	retuses	329.0			735
Labrador Tea Blossoms	0.0	0.0	6.0	shanson	шуфутинский	2247.0			1560
Lady	0.0	2.0	32.0	popsa	билан	2280.0			303
"Lalala! Cover show #5: Back to school (М. Круг - ""Владимирский централ"")"	2.0	0.0	9.0	shanson	михаил_круг	226.0	1.0	0.0	1283
Lasca De Madeira	0.0	1.0	3.0	indi	краснознаменная_дивизия_имени_моей_бабушки	215.0			1437
Lasdehnen	0.0	12.0	56.0	indi	retuses	2035.0			735
Lasha Chanturia - Владимирский централ - (Alanya) 2014	0.0	1.0	11.0	shanson	михаил_круг	745.0			1559
Last Message (Ft. Al Solo)	0.0	1.0	2.0	popsa	ёлка	186.0			1555
Late	0.0	0.0	1.0	estrada	леонтьев	151.0			1555
Lava	0.0	0.0	2.0	popsa	ёлка	138.0			86
LazerBond (show­ teaser)	54.0	54.0	1001.0	popsa	лазарев	53531.0	41.0	1.0	1219
Lazy (Hidden)	1.0	0.0	5.0	indi	pompeya	811.0	1.0	0.0	1384
Le blanc danse	1.0	0.0	4.0	indi	женя_любич	350.0			966
Leningrad — 007 / Ленинград — 007	14.0	6.0	125.0	rock	ленинград	46482.0	10.0	1.0	3064
Leningrad — Babubudu / Ленинград — Бабубуду	57.0	21.0	549.0	rock	ленинград	248297.0	76.0	3.0	3066
Leningrad — Babubudu / Ленинград — Бабубуду	41.0	47.0	923.0	rock	ленинград	415146.0	76.0	3.0	3067
Leningrad — Bad and Good / Ленинград — П и Х	49.0	80.0	1460.0	rock	ленинград	1046943.0	37.0	4.0	3059
Leningrad — Bez tebya / Ленинград — Без тебя	9.0	4.0	192.0	rock	ленинград	65428.0	9.0	2.0	3065
Leningrad — Bitter dream / Горький сон — гр. Ленинград	115.0	120.0	2089.0	rock	ленинград	1056616.0	103.0	10.0	3094
Leningrad — Come On Everybody / Ленинград — Комон эврибади	7.0	4.0	149.0	rock	ленинград	38333.0	6.0	0.0	3064
Leningrad — Dachniki / Ленинград — Дачники	25.0	22.0	292.0	rock	ленинград	168045.0	24.0	3.0	3065
Leningrad — Den' rozhdeniya / Ленинград — День рождения	32.0	15.0	743.0	rock	ленинград	253329.0	30.0	3.0	3065
Leningrad — Do You Love Me / Ленинград — Ду ю лав ми (Дай любви)	28.0	54.0	632.0	rock	ленинград	430332.0	22.0	4.0	3068
Leningrad — Dorogi / Ленинград — Дороги	6.0	1.0	145.0	rock	ленинград	34430.0	6.0	0.0	3064
Leningrad — Dr. House (Final episode)	79.0	110.0	977.0	rock	ленинград	446431.0	73.0	7.0	2885
Leningrad — Dr. House (Full version) Full HD 1080p	113.0	198.0	1789.0	rock	ленинград	807260.0	100.0	10.0	2884
Leningrad — Dr. House (S08E01)	43.0	187.0	389.0	rock	ленинград	147508.0	42.0	8.0	2952
Leningrad — F.C. / Ленинград — Ф.К.	4.0	6.0	115.0	rock	ленинград	33121.0	4.0	0.0	3065
Leningrad — Gelendzhik / Ленинград — Геленджик	201.0	230.0	3673.0	rock	ленинград	879242.0	123.0	10.0	3059
Leningrad — Gruppa krovi / Ленинград — Группа крови	23.0	22.0	290.0	rock	ленинград	90262.0	21.0	7.0	3065
Leningrad — Guboshlep / Ленинград — Губошлёп	480.0	745.0	5421.0	rock	ленинград	1838031.0	294.0	39.0	3067
Leningrad — Huyamba / Ленинград — Хуямба	376.0	372.0	10138.0	rock	ленинград	1680394.0	256.0	13.0	2902
Leningrad — Huyamba / Ленинград — Хуямба	12.0	5.0	281.0	rock	ленинград	73683.0	256.0	13.0	3065
Leningrad — I love you / Ленинград — Я так люблю тебя	44.0	66.0	757.0	rock	ленинград	490795.0	30.0	5.0	3068
Leningrad — Is it a real Rock 'n' Roll? (Какой в пизду рок-н-ролл?)	345.0	270.0	4629.0	rock	ленинград	1372309.0	241.0	43.0	2915
Leningrad — Iskala / Ленинград — Искала	29.0	26.0	753.0	rock	ленинград	195993.0	28.0	7.0	3065
Leningrad — It can't be true / Ленинград — Не может быть [HD]	176.0	150.0	2221.0	rock	ленинград	1415967.0	124.0	13.0	3041
Leningrad — Just a Toy / Ленинград — Просто игрушка	14.0	24.0	575.0	rock	ленинград	519254.0	12.0	1.0	3631
Leningrad — K@k@-in / Ленинград — K@k@-in	6.0	7.0	54.0	rock	ленинград	32325.0	6.0	2.0	3065
Leningrad — Khimki Forest / гр. Ленинград — Химкинский лес	1716.0	1322.0	7659.0	rock	ленинград	2627037.0	739.0	218.0	3093
Leningrad — Kogda net deneg / Ленинград — Когда нет денег	3.0	4.0	77.0	rock	ленинград	23604.0	2.0	0.0	3066
Leningrad — Kto kogo / Ленинград — Кто кого	3.0	2.0	41.0	rock	ленинград	13820.0	3.0	0.0	3064
Leningrad — Lenin-Grad / Ленинград — Ленин-град	3.0	7.0	82.0	rock	ленинград	37745.0	3.0	1.0	3066
Leningrad — Lyubov' i bol' / Ленинград — Любовь и боль	5.0	1.0	120.0	rock	ленинград	26781.0	3.0	0.0	3064
Leningrad — Manager / Ленинград — Менеджер	424.0	279.0	7372.0	rock	ленинград	1662618.0	260.0	28.0	3063
Leningrad — Manager / Ленинград — Менеджер	22.0	12.0	178.0	rock	ленинград	48074.0	260.0	28.0	3064
Leningrad — Mne by v nebo / Ленинград — Мне бы в небо	17.0	11.0	225.0	rock	ленинград	63756.0	17.0	3.0	3064
Leningrad — Money / Ленинград — Money	116.0	66.0	1844.0	rock	ленинград	797173.0	80.0	5.0	3068
Leningrad — Motorcycle / Ленинград — Мотоцикл (2009)	58.0	169.0	1287.0	rock	ленинград	1357349.0	43.0	8.0	3361
Leningrad — Music for Man / Ленинград — МДМ	66.0	79.0	2046.0	rock	ленинград	920942.0	51.0	4.0	3067
Leningrad — Na ne / Ленинград — На не	6.0	4.0	59.0	rock	ленинград	30112.0	3.0	0.0	3064
Leningrad — Nebesniy tennis / Ленинград — Небесный теннис	3.0	2.0	119.0	rock	ленинград	28413.0	3.0	1.0	3066
Leningrad — Neft' / Ленинград — Нефть	2.0	0.0	66.0	rock	ленинград	30957.0	2.0	1.0	3066
Leningrad — No future / Ленинград — Ноу Ноу Фьюче	132.0	146.0	3385.0	rock	ленинград	378693.0	172.0	23.0	1923
Leningrad — No future / Ленинград — Ноу Ноу Фьюче	94.0	107.0	2032.0	rock	ленинград	677316.0	172.0	23.0	3067
Leningrad — Pidarasi / Ленинград — Пидарасы	32.0	14.0	251.0	rock	ленинград	74234.0	12.0	1.0	3065
Leningrad — Pussy-talker / гр. Ленинград — Пиздабол	1146.0	1227.0	17428.0	rock	ленинград	5668463.0	891.0	120.0	3018
Leningrad — Raspizdyai / Ленинград — Распиздяй	17.0	14.0	267.0	rock	ленинград	61342.0	21.0	0.0	3054
Leningrad — Raspizdyai / Ленинград — Распиздяй	7.0	3.0	166.0	rock	ленинград	48561.0	21.0	0.0	3065
Leningrad — Roads / Ленинград — Дороги	281.0	168.0	5219.0	rock	ленинград	1262956.0	170.0	15.0	3066
Leningrad — Svoboda / Ленинград — Свобода	58.0	30.0	1395.0	rock	ленинград	348513.0			3065
Leningrad — Terminator / Ленинград — Терминатор	31.0	19.0	754.0	rock	ленинград	237387.0	25.0	0.0	3064
Leningrad — Up in the Air / Ленинград — Мне бы в небо	483.0	293.0	8893.0	rock	ленинград	1858714.0	279.0	19.0	3068
Leningrad — Vse eto reiv / Ленинград — Всё это рейв	12.0	8.0	189.0	rock	ленинград	52044.0	12.0	4.0	3064
Leningrad — WWW / Ленинград — WWW	730.0	697.0	13759.0	rock	ленинград	3220277.0	395.0	18.0	3068
Leningrad — WWW / Ленинград — WWW	30.0	32.0	994.0	rock	ленинград	236919.0	395.0	18.0	3065
Leningrad — When there's no money (Uncensored) / Ленинград — Когда нет денег (без цензуры)	49.0	50.0	1449.0	rock	ленинград	591925.0	32.0	4.0	3068
Leningrad — When there's no money / Ленинград — КогDа net Dенег	96.0	67.0	1711.0	rock	ленинград	472664.0	65.0	6.0	3068
Leningrad — Who will / Ленинград — Кто кого	36.0	32.0	891.0	rock	ленинград	363135.0	25.0	2.0	3067
Leningrad — Ya tebya / Ленинград — Я тебя	5.0	2.0	69.0	rock	ленинград	20644.0	5.0	0.0	3064
Leningrad — Zina / Ленинград — Зина	11.0	17.0	127.0	rock	ленинград	48560.0	12.0	0.0	3043
Leningrad — Zina / Ленинград — Зина	6.0	10.0	97.0	rock	ленинград	46910.0	12.0	0.0	3064
Lenta.ru, «Портрет» ГШ (Glintshake)	7.0	5.0	174.0	indi	гш	8049.0	5.0	0.0	879
Lentini - Stabat Mater	0.0	1.0	3.0	classic	classical_channel	390.0			1549
Lesha	1.0	2.0	58.0	rock	сплин	10888.0	1.0	0.0	3559
Leshaes	1.0	4.0	25.0	rock	сплин	7441.0	1.0	0.0	3558
"Let It Go (Disney's ""Frozen"") Vivaldi's Winter - The Piano Guys"	25113.0	14335.0	746318.0	classic	classical_channel	95952266.0	1904.0	3.0	1849
Let Me Go 2	0.0	1.0	5.0	indi	краснознаменная_дивизия_имени_моей_бабушки	268.0			1437
Let Me Introduce My Mama (English version of P)	0.0	1.0	2.0	popsa	виа_гра	1581.0			1540
Let me go	0.0	0.0	0.0	estrada	леонтьев	98.0			1555
Let me go boss	0.0	1.0	3.0	shanson	михаил_круг	523.0			1555
Let's Get Louder	0.0	2.0	11.0	rock	louna	817.0			763
LetMeOutCoda 2	1.0	3.0	24.0	rock	сплин	8449.0	1.0	0.0	3558
Leti, Liza	0.0	10.0	38.0	popsa	ёлка	1557.0			169
Leti, Liza#2	0.0	1.0	0.0	popsa	ёлка	134.0			86
Letnij Roman (Летний роман)	0.0	0.0	5.0	shanson	шуфутинский	238.0			1379
Leva Би-2, Авив Бортник, Давид Бортник – Молитва (Crocus City Hall, 20-21 ноября 2015г.)	72.0	55.0	957.0	rock	би_2	31199.0	52.0	0.0	1129
Levyi Bereg Dona New Version (Левый берег Дона новая версия)	0.0	2.0	32.0	shanson	шуфутинский	2557.0			1482
Life	4.0	220.0	1305.0	rock	сектор_газа	90841.0	2.0	0.0	784
Like (feat. Slider & Magnit)	0.0	4.0	75.0	rock	ленинград	4238.0			600
Like A Rolling Stone	0.0	0.0	0.0	rock	гражданская_оборона	27.0			1627
Like A Rolling Stone	0.0	0.0	9.0	rock	летов	421.0			1839
Like a Rolling Stone	0.0	0.0	2.0	rock	гражданская_оборона	307.0			1440
Lil Dik - Будь моей сучкой	1157.0	11151.0	5155.0	rap	gazgolder	328025.0	905.0	293.0	834
